Group,Nom,Nationalité,DDN,Titre,TypeDesign,TypeDesignCode,DDC,Acquisition,Dimensions,MST,DCU,DAU,TypeAcquisition,Sexe,img,,,,
6721,Virgile LAGUIN,française,"1969, Sainte-Adresse (Seine-Maritime, France)","Affiche Jeanne, Charles et les autres …!!!",Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,60 x 40 cm,Impression offset,2010,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6722,Virgile LAGUIN,française,"1969, Sainte-Adresse (Seine-Maritime, France)",Affiches de la guerre civile espagnole,Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,60 x 40 cm,Impression offset,2010,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6723,Virgile LAGUIN,française,"1969, Sainte-Adresse (Seine-Maritime, France)",Affiches Psychédéliques américaines,Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,120 x 80 cm,Impression offset,2010,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6724,Virgile LAGUIN,française,"1969, Sainte-Adresse (Seine-Maritime, France)",Affiches psychédéliques américaines 1966/70,Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,60 x 40 cm,Impression offset,2010,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6725,William JEAN,française,,Affiche Semis,Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,"176,2 x 119,8 cm",Impression offset,2010,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6726,Arik LEVY,israélienne,"1963, Tel Aviv (Israël)",Candélabre Herkimer,Design d'Objet,3,2010,Don de Mme Jacqueline Frydman en 2021,"hauteur: 4,5 cm
diamètre: 8,2 cm","OBJET optique, crystal, colle ultra-violet",2010,2021,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/Objet.svg,,,,
6727,David TRUBRIDGE,néo-zélandaise,"1951, Royaume-Uni",Lampe Icarus Wing,Design d'Objet,3,2010,"Don de Laurence Varga et Roderick Fry de la galerie Moaroom, 2012",60 x 280 x 80 cm,"Polycarbonate poli à la main, rivets aluminium et ruban de leds",2010,2012,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/Objet.svg,,,,
6728,Jean-Baptiste FASTREZ,française,"1984, Saint-Germain-en-Laye (Yvelines, France)",Bouilloire,Design d'Objet,3,2010,Don Jean-Baptiste Fastrez en 2014,24 x 15 x 20 cm,"Impression 3D (résine), prototypage rapide, éléments électriques",2010,2014,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/Objet.svg,,,,
6729,Jean-Baptiste FASTREZ,française,"1984, Saint-Germain-en-Laye (Yvelines, France)",Bouilloire,Design d'Objet,3,2010,Don Jean-Baptiste Fastrez en 2014,"23 x 13,5 x 19 cm","Verre borosilicate, résine, éléments électriques",2010,2014,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/Objet.svg,,,,
6730,Jean-Baptiste FASTREZ,française,"1984, Saint-Germain-en-Laye (Yvelines, France)",Bouilloire,Design d'Objet,3,2010,Don Jean-Baptiste Fastrez en 2014,22 x 15 x 21 cm,"Céramique, résine, éléments électriques",2010,2014,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/Objet.svg,,,,
6731,Patrick JOUIN,française,"1967, Nantes (Loire-Atlantique, France)",Lampe Bloom,Design d'Objet,3,2010,Don de MGX by Materialise en 2010,"hauteur: 60 cm
diamètre: 35 cm","Polyuréthane (PU), Impression 3D (poudre de nylon (PA), frittage laser sélectif (SLS)), prototypage rapide",2010,2010,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/Objet.svg,,,,
6732,Patrick JOUIN,française,"1967, Nantes (Loire-Atlantique, France)",Couvert Zermatt,Design d'Objet,3,2010,Don de Puiforcat en 2010,,Acier inoxydable 18/10 et 13/10,2010,2010,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/Objet.svg,,,,
6733,Patrick JOUIN,française,"1967, Nantes (Loire-Atlantique, France)",Seau à champagne Georges,Design d'Objet,3,2010,Don G.H. Mumm en 2010,"hauteur: 33 cm
diamètre: 22 cm",Matière plastique,2010,2010,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/Objet.svg,,,,
6734,Jasper MORRISON,britannique,"1959, Londres (Royaume-Uni)",Téléphone DP 01,Design Industriel,4,2010,"Don de Punkt, 2012","6,5 x 5,5 x 14,5 cm",,2010,2012,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/industrie.svg,,,,
6735,Philippe STARCK,française,"1949, Paris (Ile-de-France, France)",Mitigeur Starck Organic,Design Industriel,4,2010,Don de Hansgrohe/ Axor Pharo en 2018,31 x 19 x 7 cm,Chromé poli,2010,2018,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/industrie.svg,,,,
6736,Patrick BERGER,française,"1947, Paris (France)","Règle L'imaginaire du matériau, règle de combinaisons suggestives",Design des Technologies,5,2010,Don de l'artiste en 2019,"34 x 8,5 x 1,4 cm","Bois, métal",2010,2019,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/techno.svg,,,,
6737,5.5 DESIGNERS,française,,"Autre (Audiovisuel, informatique, ...) IamaKey, ItstaKey, WhizKey et CooKey",Design Industriel,4,2010,Achat à l'artiste en 2011,"5,7 x 2,4 x 0,3 cm","Clés en métal, technologie golden SIP",2010,2011,Achat,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/industrie.svg,,,,
6738,"Anette LENZ, Vincent PERROTTET",française,,Affiche Avril 2010,Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,"175 x 118,5 cm",Sérigraphie,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6739,"Anette LENZ, Vincent PERROTTET",française,,Affiche Décembre 2010,Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,"175 x 118,5 cm",Impression offset,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6740,"Anette LENZ, Vincent PERROTTET",française,,Affiche Janvier-février 2011,Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,"175 x 118,5 cm",Sérigraphie,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6741,"Anette LENZ, Vincent PERROTTET",française,,Affiche Les nuits du ramadan 2010,Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,"175 x 118,5 cm",Impression offset,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6742,"Anette LENZ, Vincent PERROTTET",française,,Affiche Mai 2010,Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,"175 x 118,5 cm",Impression offset,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6743,"Anette LENZ, Vincent PERROTTET",française,,Affiche Mai 2010,Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,"175 x 118,5 cm",Impression offset,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6744,"Anette LENZ, Vincent PERROTTET",française,,Affiche Mars 2010,Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,"175 x 118,5 cm",Sérigraphie,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6745,"Anette LENZ, Vincent PERROTTET",française,,Affiche Novembre 2010,Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,"175 x 118,5 cm",Impression offset,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6746,"Anette LENZ, Vincent PERROTTET",française,,Affiche Novembre-décembre 2010,Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,"175 x 118,5 cm",Sérigraphie,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6747,"Anette LENZ, Vincent PERROTTET",française,,Affiche Octobre 2010,Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,"175 x 118,5 cm",Impression offset,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6748,"Anette LENZ, Vincent PERROTTET",française,,Affiche Saison 2010-2011,Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,"175 x 118,5 cm",Impression offset,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6749,"Anette LENZ, Vincent PERROTTET",française,,Affiche Semaine chanson 2010,Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,"175 x 118,5 cm",Impression offset,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6750,"Anette LENZ, Vincent PERROTTET",française,,Affiche Septembre-octobre 2010,Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,"174,5 x 118 cm",Sérigraphie,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6751,"Anette LENZ, Vincent PERROTTET",française,,Affiche Transe 2010,Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,"175 x 118,5 cm",Impression offset,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6752,"ATELIER DE CRÉATION GRAPHIQUE, Pierre BERNARD",française,,Affiche Non au démantelement,Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,82 x 58 cm,Impression offset dos bleu,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6753,ATELIER POSTE 4,française,,Affiche Adams Appels,Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,175 x 118 cm,Impression offset,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6754,ATELIER POSTE 4,française,,Affiche Le géant des flandres,Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,175 x 118 cm,Impression offset,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6755,ATELIER TER BEKKE § BEHAGE,française,,"Affiche Ciseaux, papier, caillou",Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,150 x 100 cm,Impression offset,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6756,ATELIER TER BEKKE § BEHAGE,française,,"Affiche Ciseaux, papier, caillou",Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,150 x 100 cm,Impression offset,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6757,ATELIER TER BEKKE § BEHAGE,française,,Affiche Combat de nègre (...),Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,150 x 100 cm,Impression offset,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6758,ATELIER TER BEKKE § BEHAGE,française,,Affiche Combat de nègre (...),Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,150 x 100 cm,Impression offset,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6759,ATELIER TER BEKKE § BEHAGE,française,,Affiche Die Ratten,Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,150 x 100 cm,Impression offset,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6760,ATELIER TER BEKKE § BEHAGE,française,,Affiche Factory 2,Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,150 x 100 cm,Impression offset,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6761,ATELIER TER BEKKE § BEHAGE,française,,Affiche L'éveil du printemps,Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,150 x 100 cm,Impression offset,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6762,ATELIER TER BEKKE § BEHAGE,française,,Affiche Les justes,Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,150 x 100 cm,Impression offset,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6763,ATELIER TER BEKKE § BEHAGE,française,,Affiche Lulu (...),Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,150 x 100 cm,Impression offset,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6764,ATELIER TER BEKKE § BEHAGE,française,,Affiche Manhattan Medea,Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,150 x 100 cm,Impression offset,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6765,ATELIER TER BEKKE § BEHAGE,française,,Affiche Notre terreur,Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,150 x 100 cm,Impression offset,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6766,ATELIER TER BEKKE § BEHAGE,française,,Affiche Porno-graphie,Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,150 x 100 cm,Impression offset,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6767,ATELIER TER BEKKE § BEHAGE,française,,Affiche Where were you on (...),Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,150 x 100 cm,Impression offset,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6768,BÉJEAN & LEDOUX,française,,Affiche Deux Voix,Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,150 x 110 cm,Impression offset,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6769,BÉJEAN & LEDOUX,française,,Affiche Flowers in the Mirror,Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,150 x 110 cm,Impression offset,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6770,BÉJEAN & LEDOUX,française,,"Affiche Klaxon, Trompettes…",Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,150 x 110 cm,Impression offset,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6771,BÉJEAN & LEDOUX,française,,Affiche Les acteurs de bonne foi,Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,150 x 110 cm,Impression offset,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6772,BÉJEAN & LEDOUX,française,,Affiche Les MOBILIERs,Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,150 x 110 cm,Impression offset,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6773,BÉJEAN & LEDOUX,française,,Affiche Saison 2010-2011,Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,150 x 110 cm,Impression offset,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6774,FABRICATION MAISON,française,,Affiche Fais le détour,Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,175 x 118 cm,Impression offset,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6775,FLAG,suisse,,Affiche De l'autre côté,Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,175 x 118 cm,Impression offset,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6776,FORMES VIVES,française,,Affiche Services publics,Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,117 x 79 cm,Impression offset dos bleu,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6777,HELMO,française,,Affiche 25e festival,Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,175 x 118 cm,Impression offset,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6778,HELMO,française,,Affiche 25e festival jazzdor,Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,120 x 80 cm,Impression offset,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6779,HELMO,française,,Affiche Good design (orange),Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,60 x 40 cm,Impression offset,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6780,HELMO,française,,Affiche Good design (vert),Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,60 x 40 cm,Impression offset,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6781,HELMO,française,,"Affiche Good design, good business",Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,85 x 60 cm,Impression offset,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6782,HELMO,française,,"Affiche Good design, good business",Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,85 x 60 cm,Impression offset,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6783,HELMO,française,,Affiche Jazzfestival,Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,84 x 59 cm,Impression offset,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6784,HELMO,française,,Affiche Jazzfestival,Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,84 x 59 cm,Impression offset,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6785,LIEUX COMMUNS,française,,Affiche Une saison graphique 2010,Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,175 x 118 cm,Impression offset,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6786,Michel et France CLER,française,,"Séquence chromatique partielle, Guadeloupe",Design Graphique/ Illustration,2,1983 - 2010,"Don des architectes et consultants couleur, 2010",,Gouache sur papier,2010,2010,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6787,Michel et France CLER,française,,"Séquence chromatique partielle, Guadeloupe",Design Graphique/ Illustration,2,1983 - 2010,"Don des architectes et consultants couleur, 2010",,Gouache sur papier,2010,2010,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6788,Michel et France CLER,française,,"Séquence chromatique partielle, Guadeloupe",Design Graphique/ Illustration,2,1983 - 2010,"Don des architectes et consultants couleur, 2010",,Gouache sur papier,2010,2010,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6789,NOUS TRAVAILLONS ENSEMBLE,française,,Affiche Aire de Fête,Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,118 x 175 cm,Impression offset,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6790,NOUS TRAVAILLONS ENSEMBLE,française,,Affiche Bonne année,Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,80 x 60 cm,Impression offset,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6791,NOUS TRAVAILLONS ENSEMBLE,française,,Affiche Les migrations en héritage,Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,118 x 175 cm,Impression offset,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6792,"Sacha LÉOPOLD, Thibaut ROBIN",française,,Affiche Visit Provence,Design Graphique/ Illustration,2,2010,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,"175 x 118,2 cm",Impression offset,2010,2017,Don,Studio/ Group,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6793,Patricia URQUIOLA,espagnole,"1961, Oviedo (Espagne)",Chaise longue Biknit,Mobilier,1,2011,Don en 2020,84 x 70 x 150 cm,"Laine tricottée, mousse de polyuréthane, acier laqué, chêne",2011,2020,Don,Femme,http://localhost/Graphique%20Pompidou/Extra/mobilier.svg,,,,
6794,Catherine ZASK,française,"1961, Paris (France)",Affiche 50 ans de paroles,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,175 x 118 cm,Impression offset,2011,2017,Don,Femme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6795,Fanette MELLIER,française,"1977, Annonay (Ardèche, France)",Affiche L'illusion comique,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,175 x 118 cm,Impression offset,2011,2017,Don,Femme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6796,Sara DE BONDT,belge,"?, Louvain (Belgique)",Affiche Une saison graphique 2011,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,175 x 118 cm,Impression offset,2011,2017,Don,Femme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6797,Sara DE BONDT,belge,"?, Louvain (Belgique)",Affiche Une saison graphique 2011,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,175 x 118 cm,Impression offset,2011,2017,Don,Femme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6798,Thomas HEATHERWICK,britannique,"1970, Londres (Royaume-Uni)",Billet 7 -  Extrusion 5,Mobilier,1,2011,Achat à l'artiste en 2013,94 x 404 x 57 cm,Aluminium nickelé,2011,2013,Achat,Homme,http://localhost/Graphique%20Pompidou/Extra/mobilier.svg,,,,
6799,Philippe STARCK,française,"1949, Paris (Ile-de-France, France)",Fauteuil Uncle Jim,Mobilier,1,2011,Don de Kartell en 2018,104 x 73 x 72 cm,Polycarbonate,2011,2018,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/mobilier.svg,,,,
6800,Benoît BONNEMAISON-FITTE,française,"1974, Toulouse (Haute-Garonne, France)",Affiche Boum,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,120 x 80 cm,Impression offset dos bleu,2011,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6801,Bruno SOUÊTRE,française,"1970, ?",Affiche De quel sexe êtes vous ?,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,175 x 118 cm,Impression offset,2011,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6802,Christophe GAUDARD,française,,Affiche Beste Plakate,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,116 x 80 cm,Impression offset,2011,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6803,Christophe GAUDARD,française,,Affiche JPO ISBA,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,175 x 118 cm,Impression offset,2011,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6804,Christophe GAUDARD,française,,Affiche Mickey is watching you,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,"120,6 x 80 cm",Impression offset,2011,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6805,Ervé BRISSE,française,,Affiche Le théâtre,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,120 x 80 cm,Impression offset,2011,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6806,Frédéric TESCHNER,française,"1972, Thiais (Val-de-Marne, France) - 2016, France",Affiche Midi Festival,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,120 x 80 cm,Impression offset dos bleu,2011,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6807,GUILLAUMIT,française,,Affiche Petit crayon,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,120 x 80 cm,Impression offset dos bleu,2011,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6808,Harmen LIEMBURG,néerlandaise,"1966, Lisse (Pays-Bas)","Affiche Graphic design worlds, triennale de Milan du 25 janvier au 27 mars 2011",Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,"118,8 x 84 cm",Impression offset,2011,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6809,Hector de la VALLÉE,française,"?, ?",Affiche Epée,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,120 x 80 cm,Impression offset dos bleu,2011,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6810,Henning WAGENBRETH,allemande,"1962, Eberswalde (République démocratique allemande)",Affiche Jazzfest,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,175 x 118 cm,Impression offset,2011,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
6811,Jean-Marc BALLÉE,française,1966,Affiche C'est cassé,Design Graphique/ Illustration,2,2011,Don de M. Vincent Perrottet et Mme Sido Perrottet en 2017,120 x 80 cm,Impression offset dos bleu,2011,2017,Don,Homme,http://localhost/Graphique%20Pompidou/Extra/graphic.svg,,,,
